Alcohol,Acidity,Sugar,pH,Quality
8.579502905827535,2.938971420705636,1.4201227939036847,3.228068357966906,0
9.567891957171598,3.2916625787093032,3.8175863619907666,3.218342883571011,1
13.166212814608212,4.67941729907605,4.523755476930667,3.217495628923579,2
8.148089303468181,3.149963930777765,1.3307814266019813,3.1193566797137224,0
8.226947042481179,3.1967371653641505,1.9700488629282156,3.162817333004279,0
11.099832170746378,3.683258763659596,3.1418416613532303,3.3781533458438355,1
8.041168988591604,3.0487337893665862,0.9789704563856223,3.0117936419523295,0
12.145818918958687,3.539295062798097,7.412081842036693,3.404945511018316,2
8.716931457088545,3.2019668772577035,1.9539538034286483,3.2908411299826104,0
10.694826204340616,3.130086240130632,3.2081200707241146,3.264858860768505,1
9.843748470046233,3.0568012624583503,1.2389376564362888,3.038274090838669,0
9.785117996979956,2.656437042671086,1.9809141939724166,3.0372891670456634,0
8.153959819657587,2.770832251262074,1.58857926258254,3.204450816667179,0
12.494767046790361,4.733154740900338,3.394845810954143,3.48223434505753,2
10.4521008043982,3.2732595269982094,3.4559637101456837,3.171754031264778,1
10.496735545478959,3.94473202229141,3.936982905366958,3.396335656064466,1
9.215089703802876,3.2948113035416484,0.7144875230792538,3.2140048757653656,0
9.749325362406534,3.7682734138645184,2.8689809403843407,3.3341576545731586,1
8.51588325543031,3.235071043803886,1.4501012814750887,3.0544793150404277,0
9.459212356676128,2.96559801813246,0.5681695705121868,3.17148380684097,0
9.46398788362281,2.661628714094614,1.2578785586717858,3.053103145283024,0
13.475148230540185,4.485170157086441,3.9266508976435723,3.4404296667200933,2
12.384672423259369,4.024259558130228,7.691524092242413,3.353535553217992,2
12.320596993866472,4.366390048821736,3.3182045464332117,3.2617838988893295,2
10.632809280593793,3.6545112142811353,3.676883625843148,3.3951036775790238,1
13.975429854048091,3.876449992010447,6.324924517379976,3.36757911607499,2
8.011044234247205,3.367072318580104,0.5647398679258642,3.024070123698493,0
8.64640586404151,2.54072880231897,1.917148594823642,3.263160162243932,0
13.87422044035814,4.1934433415009105,4.400186647752447,3.560981322914337,2
10.949533543057523,3.350626931209181,3.2027946349124568,3.2841800754280186,1
12.551807169324828,4.689281628550759,5.607228445217947,3.3383509842951433,2
9.071549368149517,3.045616789315935,0.5218169985018228,3.223183887771803,0
8.661796049705298,2.875582952639944,1.1818115971516598,3.0512662762170195,0
10.444133890219998,3.758238475704091,2.5543023171836383,3.3401069523467086,1
9.80083611432666,2.8720180857927833,0.7728201265987172,3.15176660366534,0
11.889606743862966,4.603494671358785,6.479495590844012,3.5317147197267023,2
8.239730734667365,2.514393488629756,1.994955255610858,3.19955916620886,0
13.812164199491356,4.11664340390106,7.8955246900757725,3.252595647959193,2
11.081446329677927,3.13271575404306,1.7671923077368596,3.3212301306164456,1
9.812305194732382,3.5508573706091395,3.6768747531812784,3.3070014672461996,1
10.0773874735414,3.6936822257814885,3.9985343144266663,3.1174491386516427,1
8.092900825439996,3.131138625997263,0.6756005246414087,3.0757310833032063,0
13.265125786238835,4.17460976367581,3.7098599488049695,3.2348371067183086,2
13.08685443949042,4.635127258532952,6.518429887303979,3.460916659436776,2
8.912139968434072,2.7652023676817254,0.5863381400249664,3.185476431459089,0
9.849387236557126,3.128942846779884,1.2389271409893043,3.075539717672086,0
13.323901341913365,4.277118149358223,5.088804896375498,3.460889703818189,2
9.815132947852186,3.2260913337226613,1.5270967588308189,3.0190124911418303,0
8.713506653387178,3.018329652363737,1.3750531476457395,3.071168037520798,0
12.11650107151254,4.648269348486664,7.09531756930828,3.4443120284303075,2
10.329248247454048,3.1765280320055083,2.5637333361201886,3.2735160751019228,1
10.504390020662486,3.779584473566753,3.9691239093401447,3.1256974748789292,1
9.27282082252756,3.031354631568148,1.3041445495161805,3.015547061046728,0
11.607441680495713,4.503533505993662,7.5903827609957535,3.248223366561476,2
12.002714956088182,4.946714980851217,3.1733513336324166,3.2667440806795014,2
10.537835410565675,3.6832953766065053,3.223816877578903,3.292247894407062,1
9.72647609168151,3.62750546321837,3.5370627843662805,3.3700069370194035,1
9.670604991178475,2.886102637800774,1.3848765302819497,3.1709669054613947,0
9.406037917790355,3.203657859380024,0.8710221526147965,3.244979831841473,0
8.698419149225321,3.430757325603565,1.2109424603943086,3.2616371726832454,0
9.542540693371892,3.298295178966775,0.6106948471030983,3.0336116706504157,0
9.381875476204932,3.3448753109694547,0.7206102213935569,3.068775418569792,0
10.015775370866404,3.5412665786761104,3.6697957363000553,3.3084853266707386,1
11.02799485948128,3.6711436773319,7.35602241131526,3.382494603582217,2
12.066153706057218,4.315307326013969,5.733241100938942,3.4374643164834153,2
9.544489538593314,3.3093611554785136,0.5182317120347245,3.0520120785884264,0
13.629952285484602,4.268753973155498,7.024533884207193,3.368813704051056,2
11.231174837402994,4.070630011261343,4.1975508495476905,3.4753620073968547,2
9.246596253655117,2.8379951568515356,1.5436230334769259,3.077370848113482,0
10.088931519083836,3.832134177957742,1.5983588516712741,3.1625531543072007,1
10.342849101184996,3.618611378215184,3.1595113190545128,3.1262928240291514,1
8.1161672243364,2.601471542866032,1.0838025181012447,3.0619001155217376,0
11.442116490330736,3.039618825348357,1.7535520711230412,3.3866004059511785,1
9.562366270122569,3.419727316926122,2.3175829039080966,3.3076484025082395,1
11.157830948301354,3.498888153451356,2.847903191688136,3.3522614738277765,1
11.740036593564868,3.7268702431024017,6.830323882676513,3.347621208704367,2
10.748297815698269,3.335118854259142,2.174374028792474,3.375817591964325,1
10.661176700556087,3.9911686261369765,1.6804960224479397,3.2284598844776844,1
11.446664150997334,4.3181478041103585,7.553850808219576,3.2568548495173832,2
9.960017674575406,3.5596486834869143,3.290376685557984,3.2384432393874203,1
10.80549221570375,3.8512069140487686,3.4336828142165015,3.2197947747427924,1
11.224085301978628,3.2420450158625274,2.212182254904807,3.3064404118259625,1
11.984578260827934,4.6968712394238405,5.9948925408860525,3.458328954514594,2
10.706304218932777,3.4513870243296756,3.12808244260373,3.1184048881332007,1
9.630922856909669,3.4132405525564713,1.8367146705471067,3.1573534168710764,0
8.880304987479203,2.6771106794070487,0.6220231709628496,3.1131852489313867,0
8.484110543023,3.1424192782063156,1.1052242993185954,3.238207556781089,0
